,ReportDt,Unit,Power
4184,11/21/2009,D.C. Cook 1,0
4185,11/21/2009,D.C. Cook 2,100
4186,11/21/2009,Davis-Besse,100
4187,11/21/2009,Diablo Canyon 1,100
4188,11/21/2009,Diablo Canyon 2,100
4189,11/21/2009,Dresden 2,0
4190,11/21/2009,Dresden 3,98
4191,11/21/2009,Duane Arnold,100
4192,11/21/2009,Farley 1,100
4193,11/21/2009,Farley 2,100
4194,11/21/2009,Fermi 2,100
4195,11/21/2009,FitzPatrick,100
4196,11/21/2009,Fort Calhoun,0
4197,11/21/2009,Ginna,100
4198,11/21/2009,Grand Gulf 1,100
4199,11/21/2009,Harris 1,77
4200,11/21/2009,Hatch 1,100
4201,11/21/2009,Hatch 2,100
4202,11/21/2009,Hope Creek 1,100
4203,11/21/2009,Indian Point 2,100
4204,11/21/2009,Indian Point 3,100
4205,11/21/2009,Kewaunee,100
4206,11/21/2009,La Salle 1,100
4207,11/21/2009,La Salle 2,100
4208,11/21/2009,Limerick 1,100
4209,11/21/2009,Limerick 2,100
4210,11/21/2009,McGuire 1,100
4211,11/21/2009,McGuire 2,100
4212,11/21/2009,Millstone 2,100
4213,11/21/2009,Millstone 3,100
4214,11/21/2009,Monticello,100
4215,11/21/2009,Nine Mile Point 1,100
4216,11/21/2009,Nine Mile Point 2,100
4217,11/21/2009,North Anna 1,100
4218,11/21/2009,North Anna 2,100
4219,11/21/2009,Oconee 1,0
4220,11/21/2009,Oconee 2,100
4221,11/21/2009,Oconee 3,100
4222,11/21/2009,Oyster Creek,100
4223,11/21/2009,Palisades,100
4224,11/21/2009,Palo Verde 1,100
4225,11/21/2009,Palo Verde 2,0
4226,11/21/2009,Palo Verde 3,100
4227,11/21/2009,Peach Bottom 2,100
4228,11/21/2009,Peach Bottom 3,100
4229,11/21/2009,Perry 1,100
4230,11/21/2009,Pilgrim 1,100
4231,11/21/2009,Point Beach 1,42
4232,11/21/2009,Point Beach 2,0
4233,11/21/2009,Prairie Island 1,0
4234,11/21/2009,Prairie Island 2,95
4235,11/21/2009,Quad Cities 1,100
4236,11/21/2009,Quad Cities 2,100
4237,11/21/2009,River Bend 1,100
4238,11/21/2009,Robinson 2,100
4239,11/21/2009,Saint Lucie 1,100
4240,11/21/2009,Saint Lucie 2,100
4241,11/21/2009,Salem 1,100
4242,11/21/2009,Salem 2,100
4243,11/21/2009,San Onofre 2,0
4244,11/21/2009,San Onofre 3,96
4245,11/21/2009,Seabrook 1,65
4246,11/21/2009,Sequoyah 1,100
4247,11/21/2009,Sequoyah 2,0
4248,11/21/2009,South Texas 1,77
4249,11/21/2009,South Texas 2,100
4250,11/21/2009,Summer,0
4251,11/21/2009,Surry 1,100
4252,11/21/2009,Surry 2,0
4253,11/21/2009,Susquehanna 1,94
4254,11/21/2009,Susquehanna 2,74
4255,11/21/2009,Three Mile Island 1,0
4256,11/21/2009,Turkey Point 3,100
4257,11/21/2009,Turkey Point 4,0
4258,11/21/2009,Vermont Yankee,100
4259,11/21/2009,Vogtle 1,100
4260,11/21/2009,Vogtle 2,100
4261,11/21/2009,Waterford 3,0
4262,11/21/2009,Watts Bar 1,100
4263,11/21/2009,Wolf Creek 1,7
4264,11/20/2009,Arkansas Nuclear 1,100
4265,11/20/2009,Arkansas Nuclear 2,100
4266,11/20/2009,Beaver Valley 1,100
4267,11/20/2009,Beaver Valley 2,0
4268,11/20/2009,Braidwood 1,100
4269,11/20/2009,Braidwood 2,100
4270,11/20/2009,Browns Ferry 1,100
4271,11/20/2009,Browns Ferry 2,100
4272,11/20/2009,Browns Ferry 3,100
4273,11/20/2009,Brunswick 1,100
4274,11/20/2009,Brunswick 2,100
4275,11/20/2009,Byron 1,100
4276,11/20/2009,Byron 2,100
4277,11/20/2009,Callaway,100
4278,11/20/2009,Calvert Cliffs 1,100
4279,11/20/2009,Calvert Cliffs 2,100
4280,11/20/2009,Catawba 1,0
4281,11/20/2009,Catawba 2,100
4282,11/20/2009,Clinton,97
4283,11/20/2009,Columbia Generating Station,100
4284,11/20/2009,Comanche Peak 1,100
4285,11/20/2009,Comanche Peak 2,100
4286,11/20/2009,Cooper,100
4287,11/20/2009,Crystal River 3,0
4288,11/20/2009,D.C. Cook 1,0
4289,11/20/2009,D.C. Cook 2,100
4290,11/20/2009,Davis-Besse,100
4291,11/20/2009,Diablo Canyon 1,100
4292,11/20/2009,Diablo Canyon 2,100
4293,11/20/2009,Dresden 2,0
4294,11/20/2009,Dresden 3,98
4295,11/20/2009,Duane Arnold,100
4296,11/20/2009,Farley 1,100
4297,11/20/2009,Farley 2,100
4298,11/20/2009,Fermi 2,100
4299,11/20/2009,FitzPatrick,100
4300,11/20/2009,Fort Calhoun,0
4301,11/20/2009,Ginna,100
4302,11/20/2009,Grand Gulf 1,100
4303,11/20/2009,Harris 1,0
4304,11/20/2009,Hatch 1,100
4305,11/20/2009,Hatch 2,100
4306,11/20/2009,Hope Creek 1,100
4307,11/20/2009,Indian Point 2,100
4308,11/20/2009,Indian Point 3,100
4309,11/20/2009,Kewaunee,100
4310,11/20/2009,La Salle 1,100
4311,11/20/2009,La Salle 2,100
4312,11/20/2009,Limerick 1,100
4313,11/20/2009,Limerick 2,100
4314,11/20/2009,McGuire 1,100
4315,11/20/2009,McGuire 2,100
4316,11/20/2009,Millstone 2,96
4317,11/20/2009,Millstone 3,100
4318,11/20/2009,Monticello,100
4319,11/20/2009,Nine Mile Point 1,100
4320,11/20/2009,Nine Mile Point 2,100
4321,11/20/2009,North Anna 1,100
4322,11/20/2009,North Anna 2,100
4323,11/20/2009,Oconee 1,0
4324,11/20/2009,Oconee 2,100
4325,11/20/2009,Oconee 3,100
4326,11/20/2009,Oyster Creek,100
4327,11/20/2009,Palisades,100
4328,11/20/2009,Palo Verde 1,100
4329,11/20/2009,Palo Verde 2,0
4330,11/20/2009,Palo Verde 3,100
4331,11/20/2009,Peach Bottom 2,100
4332,11/20/2009,Peach Bottom 3,100
4333,11/20/2009,Perry 1,100
4334,11/20/2009,Pilgrim 1,100
4335,11/20/2009,Point Beach 1,74
4336,11/20/2009,Point Beach 2,0
4337,11/20/2009,Prairie Island 1,0
4338,11/20/2009,Prairie Island 2,94
4339,11/20/2009,Quad Cities 1,100
4340,11/20/2009,Quad Cities 2,100
4341,11/20/2009,River Bend 1,100
4342,11/20/2009,Robinson 2,100
4343,11/20/2009,Saint Lucie 1,100
4344,11/20/2009,Saint Lucie 2,100
4345,11/20/2009,Salem 1,100
4346,11/20/2009,Salem 2,100
4347,11/20/2009,San Onofre 2,0
4348,11/20/2009,San Onofre 3,100
4349,11/20/2009,Seabrook 1,65
4350,11/20/2009,Sequoyah 1,100
4351,11/20/2009,Sequoyah 2,0
4352,11/20/2009,South Texas 1,77
4353,11/20/2009,South Texas 2,100
4354,11/20/2009,Summer,0
4355,11/20/2009,Surry 1,100
4356,11/20/2009,Surry 2,0
4357,11/20/2009,Susquehanna 1,94
4358,11/20/2009,Susquehanna 2,94
4359,11/20/2009,Three Mile Island 1,0
4360,11/20/2009,Turkey Point 3,100
4361,11/20/2009,Turkey Point 4,0
4362,11/20/2009,Vermont Yankee,89
4363,11/20/2009,Vogtle 1,100
4364,11/20/2009,Vogtle 2,100
4365,11/20/2009,Waterford 3,0
4366,11/20/2009,Watts Bar 1,100
4367,11/20/2009,Wolf Creek 1,0
4368,11/19/2009,Arkansas Nuclear 1,100
4369,11/19/2009,Arkansas Nuclear 2,100
4370,11/19/2009,Beaver Valley 1,100
4371,11/19/2009,Beaver Valley 2,0
4372,11/19/2009,Braidwood 1,100
4373,11/19/2009,Braidwood 2,100
4374,11/19/2009,Browns Ferry 1,100
4375,11/19/2009,Browns Ferry 2,100
4376,11/19/2009,Browns Ferry 3,100
4377,11/19/2009,Brunswick 1,100
4378,11/19/2009,Brunswick 2,100
4379,11/19/2009,Byron 1,100
4380,11/19/2009,Byron 2,100
4381,11/19/2009,Callaway,100
4382,11/19/2009,Calvert Cliffs 1,100
4383,11/19/2009,Calvert Cliffs 2,100
4384,11/19/2009,Catawba 1,0
4385,11/19/2009,Catawba 2,100
4386,11/19/2009,Clinton,97
4387,11/19/2009,Columbia Generating Station,100
4388,11/19/2009,Comanche Peak 1,100
4389,11/19/2009,Comanche Peak 2,100
4390,11/19/2009,Cooper,100
4391,11/19/2009,Crystal River 3,0
4392,11/19/2009,D.C. Cook 1,0
4393,11/19/2009,D.C. Cook 2,100
4394,11/19/2009,Davis-Besse,100
4395,11/19/2009,Diablo Canyon 1,100
4396,11/19/2009,Diablo Canyon 2,100
4397,11/19/2009,Dresden 2,0
4398,11/19/2009,Dresden 3,87
4399,11/19/2009,Duane Arnold,100
4400,11/19/2009,Farley 1,100
4401,11/19/2009,Farley 2,100
4402,11/19/2009,Fermi 2,100
4403,11/19/2009,FitzPatrick,100
4404,11/19/2009,Fort Calhoun,0
4405,11/19/2009,Ginna,100
4406,11/19/2009,Grand Gulf 1,100
4407,11/19/2009,Harris 1,0
4408,11/19/2009,Hatch 1,100
4409,11/19/2009,Hatch 2,100
4410,11/19/2009,Hope Creek 1,100
4411,11/19/2009,Indian Point 2,100
4412,11/19/2009,Indian Point 3,100
4413,11/19/2009,Kewaunee,100
4414,11/19/2009,La Salle 1,100
4415,11/19/2009,La Salle 2,100
4416,11/19/2009,Limerick 1,100
4417,11/19/2009,Limerick 2,100
4418,11/19/2009,McGuire 1,100
4419,11/19/2009,McGuire 2,100
4420,11/19/2009,Millstone 2,42
4421,11/19/2009,Millstone 3,100
4422,11/19/2009,Monticello,100
4423,11/19/2009,Nine Mile Point 1,100
4424,11/19/2009,Nine Mile Point 2,100
4425,11/19/2009,North Anna 1,100
4426,11/19/2009,North Anna 2,100
4427,11/19/2009,Oconee 1,0
4428,11/19/2009,Oconee 2,100
4429,11/19/2009,Oconee 3,100
4430,11/19/2009,Oyster Creek,100
4431,11/19/2009,Palisades,100
4432,11/19/2009,Palo Verde 1,100
4433,11/19/2009,Palo Verde 2,0
4434,11/19/2009,Palo Verde 3,100
4435,11/19/2009,Peach Bottom 2,100
4436,11/19/2009,Peach Bottom 3,100
4437,11/19/2009,Perry 1,100
4438,11/19/2009,Pilgrim 1,100
4439,11/19/2009,Point Beach 1,75
4440,11/19/2009,Point Beach 2,0
4441,11/19/2009,Prairie Island 1,0
4442,11/19/2009,Prairie Island 2,100
4443,11/19/2009,Quad Cities 1,100
4444,11/19/2009,Quad Cities 2,100
4445,11/19/2009,River Bend 1,100
4446,11/19/2009,Robinson 2,100
4447,11/19/2009,Saint Lucie 1,80
4448,11/19/2009,Saint Lucie 2,100
4449,11/19/2009,Salem 1,100
4450,11/19/2009,Salem 2,100
4451,11/19/2009,San Onofre 2,0
4452,11/19/2009,San Onofre 3,100
4453,11/19/2009,Seabrook 1,65
4454,11/19/2009,Sequoyah 1,100
4455,11/19/2009,Sequoyah 2,0
4456,11/19/2009,South Texas 1,37
4457,11/19/2009,South Texas 2,100
4458,11/19/2009,Summer,0
4459,11/19/2009,Surry 1,100
4460,11/19/2009,Surry 2,0
4461,11/19/2009,Susquehanna 1,94
4462,11/19/2009,Susquehanna 2,94
4463,11/19/2009,Three Mile Island 1,0
4464,11/19/2009,Turkey Point 3,100
4465,11/19/2009,Turkey Point 4,0
4466,11/19/2009,Vermont Yankee,100
4467,11/19/2009,Vogtle 1,100
4468,11/19/2009,Vogtle 2,100
4469,11/19/2009,Waterford 3,0
4470,11/19/2009,Watts Bar 1,100
4471,11/19/2009,Wolf Creek 1,0
4472,11/18/2009,Arkansas Nuclear 1,100
4473,11/18/2009,Arkansas Nuclear 2,100
4474,11/18/2009,Beaver Valley 1,100
4475,11/18/2009,Beaver Valley 2,0
4476,11/18/2009,Braidwood 1,100
4477,11/18/2009,Braidwood 2,100
4478,11/18/2009,Browns Ferry 1,100
4479,11/18/2009,Browns Ferry 2,100
4480,11/18/2009,Browns Ferry 3,100
4481,11/18/2009,Brunswick 1,100
4482,11/18/2009,Brunswick 2,100
4483,11/18/2009,Byron 1,100
4484,11/18/2009,Byron 2,100
4485,11/18/2009,Callaway,100
4486,11/18/2009,Calvert Cliffs 1,100
4487,11/18/2009,Calvert Cliffs 2,100
4488,11/18/2009,Catawba 1,0
4489,11/18/2009,Catawba 2,100
4490,11/18/2009,Clinton,97
4491,11/18/2009,Columbia Generating Station,100
4492,11/18/2009,Comanche Peak 1,100
4493,11/18/2009,Comanche Peak 2,100
4494,11/18/2009,Cooper,83
4495,11/18/2009,Crystal River 3,0
4496,11/18/2009,D.C. Cook 1,0
4497,11/18/2009,D.C. Cook 2,100
4498,11/18/2009,Davis-Besse,100
4499,11/18/2009,Diablo Canyon 1,100
4500,11/18/2009,Diablo Canyon 2,100
4501,11/18/2009,Dresden 2,0
4502,11/18/2009,Dresden 3,99
4503,11/18/2009,Duane Arnold,100
4504,11/18/2009,Farley 1,100
4505,11/18/2009,Farley 2,100
4506,11/18/2009,Fermi 2,100
4507,11/18/2009,FitzPatrick,100
4508,11/18/2009,Fort Calhoun,0
4509,11/18/2009,Ginna,100
4510,11/18/2009,Grand Gulf 1,100
4511,11/18/2009,Harris 1,0
4512,11/18/2009,Hatch 1,100
4513,11/18/2009,Hatch 2,100
4514,11/18/2009,Hope Creek 1,100
4515,11/18/2009,Indian Point 2,100
4516,11/18/2009,Indian Point 3,100
4517,11/18/2009,Kewaunee,100
4518,11/18/2009,La Salle 1,100
4519,11/18/2009,La Salle 2,100
4520,11/18/2009,Limerick 1,100
4521,11/18/2009,Limerick 2,100
4522,11/18/2009,McGuire 1,100
4523,11/18/2009,McGuire 2,100
4524,11/18/2009,Millstone 2,13
4525,11/18/2009,Millstone 3,100
4526,11/18/2009,Monticello,100
4527,11/18/2009,Nine Mile Point 1,100
4528,11/18/2009,Nine Mile Point 2,100
4529,11/18/2009,North Anna 1,100
4530,11/18/2009,North Anna 2,100
4531,11/18/2009,Oconee 1,0
4532,11/18/2009,Oconee 2,100
4533,11/18/2009,Oconee 3,100
4534,11/18/2009,Oyster Creek,100
4535,11/18/2009,Palisades,100
4536,11/18/2009,Palo Verde 1,100
4537,11/18/2009,Palo Verde 2,0
4538,11/18/2009,Palo Verde 3,100
4539,11/18/2009,Peach Bottom 2,100
4540,11/18/2009,Peach Bottom 3,100
4541,11/18/2009,Perry 1,100
4542,11/18/2009,Pilgrim 1,100
4543,11/18/2009,Point Beach 1,65
4544,11/18/2009,Point Beach 2,0
4545,11/18/2009,Prairie Island 1,0
4546,11/18/2009,Prairie Island 2,100
4547,11/18/2009,Quad Cities 1,100
4548,11/18/2009,Quad Cities 2,100
4549,11/18/2009,River Bend 1,100
4550,11/18/2009,Robinson 2,100
4551,11/18/2009,Saint Lucie 1,69
4552,11/18/2009,Saint Lucie 2,100
4553,11/18/2009,Salem 1,100
4554,11/18/2009,Salem 2,100
4555,11/18/2009,San Onofre 2,0
4556,11/18/2009,San Onofre 3,100
4557,11/18/2009,Seabrook 1,65
4558,11/18/2009,Sequoyah 1,100
4559,11/18/2009,Sequoyah 2,0
4560,11/18/2009,South Texas 1,0
4561,11/18/2009,South Texas 2,100
4562,11/18/2009,Summer,0
4563,11/18/2009,Surry 1,100
4564,11/18/2009,Surry 2,0
4565,11/18/2009,Susquehanna 1,94
4566,11/18/2009,Susquehanna 2,94
4567,11/18/2009,Three Mile Island 1,0
4568,11/18/2009,Turkey Point 3,100
4569,11/18/2009,Turkey Point 4,0
4570,11/18/2009,Vermont Yankee,67
4571,11/18/2009,Vogtle 1,100
4572,11/18/2009,Vogtle 2,99
4573,11/18/2009,Waterford 3,0
4574,11/18/2009,Watts Bar 1,98
4575,11/18/2009,Wolf Creek 1,0
4576,11/17/2009,Arkansas Nuclear 1,100
4577,11/17/2009,Arkansas Nuclear 2,100
4578,11/17/2009,Beaver Valley 1,100
4579,11/17/2009,Beaver Valley 2,0
4580,11/17/2009,Braidwood 1,100
4581,11/17/2009,Braidwood 2,100
4582,11/17/2009,Browns Ferry 1,100
4583,11/17/2009,Browns Ferry 2,100
4584,11/17/2009,Browns Ferry 3,100
4585,11/17/2009,Brunswick 1,100
4586,11/17/2009,Brunswick 2,100
4587,11/17/2009,Byron 1,100
4588,11/17/2009,Byron 2,100
4589,11/17/2009,Callaway,100
4590,11/17/2009,Calvert Cliffs 1,100
4591,11/17/2009,Calvert Cliffs 2,100
4592,11/17/2009,Catawba 1,0
4593,11/17/2009,Catawba 2,100
4594,11/17/2009,Clinton,97
4595,11/17/2009,Columbia Generating Station,100
4596,11/17/2009,Comanche Peak 1,100
4597,11/17/2009,Comanche Peak 2,100
4598,11/17/2009,Cooper,100
4599,11/17/2009,Crystal River 3,0
4600,11/17/2009,D.C. Cook 1,0
4601,11/17/2009,D.C. Cook 2,100
4602,11/17/2009,Davis-Besse,100
4603,11/17/2009,Diablo Canyon 1,92
4604,11/17/2009,Diablo Canyon 2,100
4605,11/17/2009,Dresden 2,0
4606,11/17/2009,Dresden 3,99
4607,11/17/2009,Duane Arnold,100
4608,11/17/2009,Farley 1,100
4609,11/17/2009,Farley 2,100
4610,11/17/2009,Fermi 2,100
4611,11/17/2009,FitzPatrick,100
4612,11/17/2009,Fort Calhoun,0
4613,11/17/2009,Ginna,100
4614,11/17/2009,Grand Gulf 1,100
4615,11/17/2009,Harris 1,0
4616,11/17/2009,Hatch 1,100
4617,11/17/2009,Hatch 2,100
4618,11/17/2009,Hope Creek 1,100
4619,11/17/2009,Indian Point 2,100
4620,11/17/2009,Indian Point 3,100
4621,11/17/2009,Kewaunee,100
4622,11/17/2009,La Salle 1,100
4623,11/17/2009,La Salle 2,100
4624,11/17/2009,Limerick 1,100
4625,11/17/2009,Limerick 2,100
4626,11/17/2009,McGuire 1,100
4627,11/17/2009,McGuire 2,100
4628,11/17/2009,Millstone 2,0
4629,11/17/2009,Millstone 3,100
4630,11/17/2009,Monticello,100
4631,11/17/2009,Nine Mile Point 1,100
4632,11/17/2009,Nine Mile Point 2,100
4633,11/17/2009,North Anna 1,100
4634,11/17/2009,North Anna 2,100
4635,11/17/2009,Oconee 1,0
4636,11/17/2009,Oconee 2,100
4637,11/17/2009,Oconee 3,100
4638,11/17/2009,Oyster Creek,100
4639,11/17/2009,Palisades,100
4640,11/17/2009,Palo Verde 1,100
4641,11/17/2009,Palo Verde 2,0
4642,11/17/2009,Palo Verde 3,100
4643,11/17/2009,Peach Bottom 2,100
4644,11/17/2009,Peach Bottom 3,100
4645,11/17/2009,Perry 1,100
4646,11/17/2009,Pilgrim 1,100
4647,11/17/2009,Point Beach 1,100
4648,11/17/2009,Point Beach 2,0
4649,11/17/2009,Prairie Island 1,0
4650,11/17/2009,Prairie Island 2,100
4651,11/17/2009,Quad Cities 1,100
4652,11/17/2009,Quad Cities 2,100
4653,11/17/2009,River Bend 1,100
4654,11/17/2009,Robinson 2,100
4655,11/17/2009,Saint Lucie 1,100
4656,11/17/2009,Saint Lucie 2,100
4657,11/17/2009,Salem 1,100
4658,11/17/2009,Salem 2,100
4659,11/17/2009,San Onofre 2,0
4660,11/17/2009,San Onofre 3,100
4661,11/17/2009,Seabrook 1,65
4662,11/17/2009,Sequoyah 1,100
4663,11/17/2009,Sequoyah 2,0
4664,11/17/2009,South Texas 1,0
4665,11/17/2009,South Texas 2,100
4666,11/17/2009,Summer,0
4667,11/17/2009,Surry 1,100
4668,11/17/2009,Surry 2,0
4669,11/17/2009,Susquehanna 1,94
4670,11/17/2009,Susquehanna 2,94
4671,11/17/2009,Three Mile Island 1,0
4672,11/17/2009,Turkey Point 3,100
4673,11/17/2009,Turkey Point 4,0
4674,11/17/2009,Vermont Yankee,54
4675,11/17/2009,Vogtle 1,100
4676,11/17/2009,Vogtle 2,94
4677,11/17/2009,Waterford 3,0
4678,11/17/2009,Watts Bar 1,100
4679,11/17/2009,Wolf Creek 1,0
4680,11/16/2009,Arkansas Nuclear 1,100
4681,11/16/2009,Arkansas Nuclear 2,100
4682,11/16/2009,Beaver Valley 1,100
4683,11/16/2009,Beaver Valley 2,0
4684,11/16/2009,Braidwood 1,100
4685,11/16/2009,Braidwood 2,100
4686,11/16/2009,Browns Ferry 1,100
4687,11/16/2009,Browns Ferry 2,100
4688,11/16/2009,Browns Ferry 3,100
4689,11/16/2009,Brunswick 1,100
4690,11/16/2009,Brunswick 2,100
4691,11/16/2009,Byron 1,100
4692,11/16/2009,Byron 2,100
4693,11/16/2009,Callaway,100
4694,11/16/2009,Calvert Cliffs 1,100
4695,11/16/2009,Calvert Cliffs 2,100
4696,11/16/2009,Catawba 1,0
4697,11/16/2009,Catawba 2,100
4698,11/16/2009,Clinton,96
4699,11/16/2009,Columbia Generating Station,84
4700,11/16/2009,Comanche Peak 1,100
4701,11/16/2009,Comanche Peak 2,100
4702,11/16/2009,Cooper,90
4703,11/16/2009,Crystal River 3,0
4704,11/16/2009,D.C. Cook 1,0
4705,11/16/2009,D.C. Cook 2,100
4706,11/16/2009,Davis-Besse,100
4707,11/16/2009,Diablo Canyon 1,92
4708,11/16/2009,Diablo Canyon 2,100
4709,11/16/2009,Dresden 2,0
4710,11/16/2009,Dresden 3,99
4711,11/16/2009,Duane Arnold,100
4712,11/16/2009,Farley 1,100
4713,11/16/2009,Farley 2,100
4714,11/16/2009,Fermi 2,100
4715,11/16/2009,FitzPatrick,100
4716,11/16/2009,Fort Calhoun,0
4717,11/16/2009,Ginna,100
4718,11/16/2009,Grand Gulf 1,100
4719,11/16/2009,Harris 1,0
4720,11/16/2009,Hatch 1,100
4721,11/16/2009,Hatch 2,100
4722,11/16/2009,Hope Creek 1,100
4723,11/16/2009,Indian Point 2,100
4724,11/16/2009,Indian Point 3,100
4725,11/16/2009,Kewaunee,100
4726,11/16/2009,La Salle 1,100
4727,11/16/2009,La Salle 2,100
4728,11/16/2009,Limerick 1,100
4729,11/16/2009,Limerick 2,100
4730,11/16/2009,McGuire 1,100
4731,11/16/2009,McGuire 2,100
4732,11/16/2009,Millstone 2,0
4733,11/16/2009,Millstone 3,100
4734,11/16/2009,Monticello,100
4735,11/16/2009,Nine Mile Point 1,100
4736,11/16/2009,Nine Mile Point 2,100
4737,11/16/2009,North Anna 1,100
4738,11/16/2009,North Anna 2,100
4739,11/16/2009,Oconee 1,0
4740,11/16/2009,Oconee 2,100
4741,11/16/2009,Oconee 3,100
4742,11/16/2009,Oyster Creek,100
4743,11/16/2009,Palisades,100
4744,11/16/2009,Palo Verde 1,100
4745,11/16/2009,Palo Verde 2,0
4746,11/16/2009,Palo Verde 3,100
4747,11/16/2009,Peach Bottom 2,100
4748,11/16/2009,Peach Bottom 3,100
4749,11/16/2009,Perry 1,100
4750,11/16/2009,Pilgrim 1,100
4751,11/16/2009,Point Beach 1,100
4752,11/16/2009,Point Beach 2,0
4753,11/16/2009,Prairie Island 1,0
4754,11/16/2009,Prairie Island 2,100
4755,11/16/2009,Quad Cities 1,100
4756,11/16/2009,Quad Cities 2,100
4757,11/16/2009,River Bend 1,100
4758,11/16/2009,Robinson 2,100
4759,11/16/2009,Saint Lucie 1,100
4760,11/16/2009,Saint Lucie 2,100
4761,11/16/2009,Salem 1,100
4762,11/16/2009,Salem 2,99
4763,11/16/2009,San Onofre 2,0
4764,11/16/2009,San Onofre 3,100
4765,11/16/2009,Seabrook 1,65
4766,11/16/2009,Sequoyah 1,100
4767,11/16/2009,Sequoyah 2,0
4768,11/16/2009,South Texas 1,0
4769,11/16/2009,South Texas 2,100
4770,11/16/2009,Summer,0
4771,11/16/2009,Surry 1,100
4772,11/16/2009,Surry 2,0
4773,11/16/2009,Susquehanna 1,94
4774,11/16/2009,Susquehanna 2,94
4775,11/16/2009,Three Mile Island 1,0
4776,11/16/2009,Turkey Point 3,100
4777,11/16/2009,Turkey Point 4,0
4778,11/16/2009,Vermont Yankee,100
4779,11/16/2009,Vogtle 1,100
4780,11/16/2009,Vogtle 2,94
4781,11/16/2009,Waterford 3,0
4782,11/16/2009,Watts Bar 1,100
4783,11/16/2009,Wolf Creek 1,0
4784,11/15/2009,Arkansas Nuclear 1,100
4785,11/15/2009,Arkansas Nuclear 2,100
4786,11/15/2009,Beaver Valley 1,100
4787,11/15/2009,Beaver Valley 2,0
4788,11/15/2009,Braidwood 1,100
4789,11/15/2009,Braidwood 2,100
4790,11/15/2009,Browns Ferry 1,100
4791,11/15/2009,Browns Ferry 2,100
4792,11/15/2009,Browns Ferry 3,100
4793,11/15/2009,Brunswick 1,100
4794,11/15/2009,Brunswick 2,100
4795,11/15/2009,Byron 1,100
4796,11/15/2009,Byron 2,100
4797,11/15/2009,Callaway,100
4798,11/15/2009,Calvert Cliffs 1,100
4799,11/15/2009,Calvert Cliffs 2,100
4800,11/15/2009,Catawba 1,0
4801,11/15/2009,Catawba 2,100
4802,11/15/2009,Clinton,79
4803,11/15/2009,Columbia Generating Station,94
4804,11/15/2009,Comanche Peak 1,100
4805,11/15/2009,Comanche Peak 2,100
4806,11/15/2009,Cooper,60
4807,11/15/2009,Crystal River 3,0
4808,11/15/2009,D.C. Cook 1,0
4809,11/15/2009,D.C. Cook 2,100
4810,11/15/2009,Davis-Besse,100
4811,11/15/2009,Diablo Canyon 1,100
4812,11/15/2009,Diablo Canyon 2,97
4813,11/15/2009,Dresden 2,0
4814,11/15/2009,Dresden 3,99
4815,11/15/2009,Duane Arnold,100
4816,11/15/2009,Farley 1,100
4817,11/15/2009,Farley 2,100
4818,11/15/2009,Fermi 2,100
4819,11/15/2009,FitzPatrick,100
4820,11/15/2009,Fort Calhoun,0
4821,11/15/2009,Ginna,100
4822,11/15/2009,Grand Gulf 1,100
4823,11/15/2009,Harris 1,100
4824,11/15/2009,Hatch 1,100
4825,11/15/2009,Hatch 2,84
4826,11/15/2009,Hope Creek 1,100
4827,11/15/2009,Indian Point 2,100
4828,11/15/2009,Indian Point 3,100
4829,11/15/2009,Kewaunee,100
4830,11/15/2009,La Salle 1,100
4831,11/15/2009,La Salle 2,100
4832,11/15/2009,Limerick 1,100
4833,11/15/2009,Limerick 2,100
4834,11/15/2009,McGuire 1,100
4835,11/15/2009,McGuire 2,100
4836,11/15/2009,Millstone 2,0
4837,11/15/2009,Millstone 3,100
4838,11/15/2009,Monticello,100
4839,11/15/2009,Nine Mile Point 1,100
4840,11/15/2009,Nine Mile Point 2,100
4841,11/15/2009,North Anna 1,100
4842,11/15/2009,North Anna 2,100
4843,11/15/2009,Oconee 1,0
4844,11/15/2009,Oconee 2,100
4845,11/15/2009,Oconee 3,100
4846,11/15/2009,Oyster Creek,100
4847,11/15/2009,Palisades,100
4848,11/15/2009,Palo Verde 1,100
4849,11/15/2009,Palo Verde 2,0
4850,11/15/2009,Palo Verde 3,100
4851,11/15/2009,Peach Bottom 2,100
4852,11/15/2009,Peach Bottom 3,100
4853,11/15/2009,Perry 1,100
4854,11/15/2009,Pilgrim 1,100
4855,11/15/2009,Point Beach 1,100
4856,11/15/2009,Point Beach 2,0
4857,11/15/2009,Prairie Island 1,0
4858,11/15/2009,Prairie Island 2,100
4859,11/15/2009,Quad Cities 1,100
4860,11/15/2009,Quad Cities 2,100
4861,11/15/2009,River Bend 1,100
4862,11/15/2009,Robinson 2,100
4863,11/15/2009,Saint Lucie 1,100
4864,11/15/2009,Saint Lucie 2,100
4865,11/15/2009,Salem 1,100
4866,11/15/2009,Salem 2,98
4867,11/15/2009,San Onofre 2,0
4868,11/15/2009,San Onofre 3,98
4869,11/15/2009,Seabrook 1,65
4870,11/15/2009,Sequoyah 1,100
4871,11/15/2009,Sequoyah 2,0
4872,11/15/2009,South Texas 1,0
4873,11/15/2009,South Texas 2,100
4874,11/15/2009,Summer,0
4875,11/15/2009,Surry 1,100
4876,11/15/2009,Surry 2,0
4877,11/15/2009,Susquehanna 1,94
4878,11/15/2009,Susquehanna 2,94
